ppt_id,ppt_name,O,C,E,A,N,gorilla
ppt_33,Kyle,-0.0777610290937196,0.9509030125311725,-1.546077222298624,1.185658349159094,-0.059517487349031256,0
ppt_34,Sarah,-0.14275513228220568,0.5019533791070743,0.03794385926589503,-0.7992303263783156,-2.0599416593408666,1
ppt_35,NA,-1.9449703592875147,-1.515337246807846,2.3068477974681687,0.1293171037503479,0.4457669612976793,1
ppt_36,Benazir,-0.48146081148524833,-0.3731833860229013,-0.6634645927214601,0.9419656878101659,0.17055277304736358,1
ppt_37,Tre,0.6778050028340854,-0.5720174945336947,-1.1777016178660025,0.6696328127386624,1.1106611734763663,0
ppt_38,Nhuong-Sao,-0.7577787449429866,-0.0685462062865462,1.2072848094298958,0.5684159924732646,1.181787770084118,1
ppt_39,Allison,-1.5303552292588214,-0.8480826089153902,1.18213162536117,-0.6087947079825331,2.4416388815950447,0
ppt_40,Taylor,1.162608016692229,1.6140002503033946,-0.5108671113604015,0.03677224545834127,-99,1
ppt_41,Ummu Kulthoom,-0.6918567031687763,-0.9248130681722282,-0.03595087660539283,0.24935823766429463,0.8441925301843001,0
ppt_42,Hasnaa,-1.8042516117349845,-0.12697174625646857,0.48468611885116325,0.35471861177964487,0.29172705406942007,0
ppt_43,Gurinder,0.08864192142398611,-0.055110392154949756,1.2159726065474228,0.5354759323405541,-0.05571778277029848,0
ppt_44,Gianna,0.6967725126898497,-0.4391727970172062,0.22491204978512958,-1.3969378161839676,-1.3034265142429196,0
ppt_45,Lorenzo,-1.0338811108404278,-0.8393551182684457,-0.03206266089756882,-1.512096694674924,-0.16573495018279857,0
ppt_46,Kianna,0.35736166137325165,-0.3424185146439933,-1.0987152078590197,0.7862733275046163,-0.9087266460321098,0
ppt_47,Hannah,0.9989153669826653,1.7898472524653706,0.36189814699443346,-1.3616293271705637,-2.3311629355697545,0
ppt_48,Micha,-1.244016538951831,-1.7967622083507404,0.40324730543242454,0.401532656972202,-0.3884550482074228,1
ppt_49,William,-0.5545433669878105,-1.044085722644921,1.041468635004157,-0.8930205724391794,-0.09370164294903939,0
ppt_50,Rebekah,1.1780896779426169,1.7006861753496685,1.0432865924687595,-0.8695205162054129,0.12704423024174805,0
ppt_51,Alfredo,-1.0682394377190483,0.2636939183000141,0.9089554881839536,-0.44812868033123604,-0.5518395236140853,0
ppt_52,Anthony,-0.3931390785636534,-0.2709082110688407,-0.3859219174704969,0.4309413874193503,0.586401351818533,0
ppt_53,Dereck,1.0306510007754153,0.403971992286553,0.4801565300260067,-1.2689677773645291,-0.4640394772970543,0
ppt_54,Mouneek,1.8539631465674071,0.5329201608729045,-0.9724260574880423,-0.7293194895947376,0.2378730637130885,1
ppt_55,NA,-0.8301043827390615,0.570488345604638,0.8343652486691021,0.15278305594733893,-0.2935329444212169,0
ppt_56,Millard,-0.8805567348453546,0.13889871828532807,1.329739740047997,-0.948168556546976,0.5035025345370031,1
ppt_57,Madeline,0.03314472947766962,0.8690484443202109,0.13123624725749897,-0.5917719620947716,-0.8106336040856398,1
ppt_58,Yaasmeen,1.5846900680783296,-0.86458230940424885,-0.7600567939621209,-0.6482520216465052,0.12516267626805877,1
ppt_59,John,-0.0884301686132871,0.9893260462534043,1.0701316694661154,-0.26971462277495356,0.0840559192098582,1
ppt_60,Jessanna,-0.40447332044691525,1.4852269819663853,1.5853920401177088,-0.09162573406579647,-0.21329640516627282,1
ppt_61,Mark,-1.6685446378923456,-1.304682711747558,-0.3652008572648314,0.03288918304147454,-0.2574361746300082,0
ppt_62,Jonathan,-0.5080366674458744,0.6907919316395041,-0.1808380357029917,0.4254035638233042,0.6526109870846573,1
ppt_63,Lutfiyya,1.5817050694298562,-1.2466966182355441,-0.2865268413108997,0.007714272464483103,-0.8526483535622275,0
ppt_64,Brielle,0.8700917932862559,1.5647806925254597,-0.8166738132361662,0.04026343397862129,-0.47000842403192256,1
ppt_65,Zulfa,-1.293491369601125,0.08835709305193352,-0.47667943844269495,0.4991144897093627,0.7299026331237877,1
ppt_66,NA,0.7013133080780677,-0.334386132779182,-0.4837759023000913,-1.0970433678108122,-1.3528171260634405,0
ppt_67,Deanna,-0.4511863959352346,-0.3184920430090472,-0.39251280929965754,-1.09196620304118,-0.43228779560160596,0
ppt_68,Jessica,-1.056820196627054,1.105413161692643,2.170294995763521,0.36903043316264583,-0.4247051599009344,0
ppt_69,Sariah,0.5484515736716868,-0.7427537393318913,-0.743738984746143,0.7704982254048128,0.6913668984552721,0
ppt_70,Azza,0.5660956063588959,0.9729237448755487,0.22696152192765484,0.16049663154911933,-1.4205179317208325,1
ppt_71,Vincent,2.2600232847487374,0.25828095431788023,0.29724297745777256,-1.0989535419065444,-0.6002805034006805,1
ppt_72,Dalena,1.7426486796713458,-1.5233431380025102,-1.2661538575323403,0.5756671679414712,0.41369225975908624,1
ppt_73,NA,0.5965514894516367,1.2084551277068465,0.3811435866308125,1.080195692887642,0.1962747628049564,0
ppt_74,Arturo,0.9032640469427359,-0.4131076031672717,0.14146199173271803,-0.07008220814807799,0.8725637485903576,1
ppt_75,NA,0.354654738454382,1.1337416268966443,0.2267828586785222,-0.7736772876089258,0.09319488682191265,0
ppt_76,Tremayne,-1.3018378272776339,-0.6178080423221853,-0.7758040778393821,0.07151899489470924,-1.3438283150019052,0
ppt_77,Michael,1.2323276249499016,2.8903522161598874,-0.1593185378784138,-0.08436893018453764,0.17461042467882024,0
ppt_78,Timothy,1.467742678452536,-0.30100919389309083,1.6752795971468715,-0.7622883600220355,-0.40503140283675765,1
ppt_79,Charleen,-1.0896638170098365,1.0522823845417286,-0.846641149667068,-0.14411566901411704,-0.06828016504127164,0
ppt_80,NA,0.34079748629221424,1.3051903101992937,0.6419942432645023,-0.7911430392675632,0.9412571409682239,0
ppt_81,Ryan,0.15792504477684338,0.009786867127089665,0.19739661927170454,0.24475611669307643,-1.4138824383747224,0
ppt_82,Juwairiya,1.4162714843307402,2.640688091819541,-1.2674466349141125,-0.8136071939330746,-0.6309529371410303,0
ppt_83,Joshua,1.734757189275938,0.16248599188740684,-0.3167911091214427,0.7038508637471336,-1.0375146227004166,1
ppt_84,Emilio,1.2318656939124306,0.07351478781662871,1.154384316818592,1.053743895377225,-0.3391981921622385,1
ppt_85,Ronald,-0.2727790968913122,1.231852000400045,1.3844869205058763,0.009420333906912316,0.9481961192183614,0
ppt_86,Samantha,0.7169877735503675,-0.10878551266801498,0.43231540522939843,-0.6104394367254492,-0.421138458974749,1
ppt_87,NA,-0.24843661030112668,0.8768042471533516,1.8526158738702316,-0.10368850983053837,-1.3014364882021843,0
ppt_88,Dylan,0.8955864688308022,-0.5837684885316178,0.14637257948439128,-2.583248233613105,1.318145544682702,0
ppt_89,Emily,-0.1972851575330252,-1.4794375967566757,0.016763009630276552,0.4720722755495938,0.8059832249865057,0
ppt_90,Davis,1.4963230939795849,-1.0006831576740576,-0.3738666151258056,0.3290777695876105,0.901806325242485,1
ppt_91,NA,-0.4355660700551847,-1.4662041885584467,-1.2987437800772514,-1.8363800759163478,-0.729486236731934,0
ppt_92,Ana,-0.20565733876875908,1.0787055516907873,0.00622129378384194,0.7719208879557914,-1.080295030045101,0
ppt_93,Christopher,0.6486568550524081,1.1194660484506365,-1.3663237933983419,-0.0295659426357674,-0.6308792051432613,1
ppt_94,Arielle,-1.6040873108438425,0.8875526866832923,-1.5045716040700436,1.901040003808732,-0.9153710344138314,0
ppt_95,Nawfal,-0.6737453481715439,0.2992015577991505,1.0067801466820365,-0.791007748145318,1.392275328511289,0
ppt_96,Melinda,-0.12019958567647672,-0.33621358411711705,0.4066574181228767,-0.33428334562090845,-0.22942755658963906,1
ppt_97,Jumana,-0.20429181214829015,-0.5595019752432201,-0.052596820932877764,0.18222807970416263,0.5360157000247279,1
ppt_98,Ken,0.7667185823947249,2.3972615989660713,-0.09343252564313165,1.5323649171398632,0.35114606328343023,0
ppt_99,NA,-0.6749799201424145,1.8488480615740508,-2.010601015834376,1.5462998813182214,-1.2321730662448176,0
ppt_100,Vanessa,-0.9812763037276592,-0.5862871084996587,0.7911233255299565,-0.2868091278023948,2.1801341253783852,0
ppt_101,Caitlin,0.21401775277996013,-0.6061498853547023,1.2429554266857812,0.8692472856535433,-0.5201772050540019,1
ppt_102,Terryll,1.038240460240459,0.6773279343178356,-0.8178832476724245,-2.12696884725138,-1.3650364880248473,0
ppt_103,Gustavo,-1.5340114989395213,-0.937202525783659,0.9130217491489379,-0.15819617878210007,0.6313299653717442,1
ppt_104,Theo,-0.005656833672203322,-2.194940889968106,0.1769619925844605,-0.7772311977335079,-0.2950441489134777,0
ppt_105,Peter,-1.3336371179614646,0.6492933716851603,-2.586841789052284,1.250056447355793,-1.3663066703923032,0
ppt_106,Sadie,1.929205459433348,-1.7200257877640397,0.13893629181514613,0.294405145064233,-0.8984940723831933,0
ppt_107,Irfaan,-0.4404227763416932,0.004888882791317256,0.6431514151161494,0.10097423212436797,1.5686056865260467,0
ppt_108,Jaimin,-1.6340993670870605,-1.2903205813999554,-1.018200776276492,0.8378521009009103,1.5159467606985841,1
ppt_109,Saeed,-1.706165682650265,-0.5711536437491498,-0.053180769641686644,0.1452740281225946,1.8888226277317877,0
ppt_110,Ashley,2.0416606795317076,-0.22585657032385129,0.0566066916518838,-2.151456372295413,-0.4750441579039835,1
ppt_111,Jessi,0.6941070396680199,-1.194578485501134,-0.8761107554889768,0.6124865145499996,0.39194081925682134,1
ppt_112,Alexis,-1.96690440488792,0.39614532754986403,0.09950365004955886,2.1556582858465405,-0.5721489708884614,0
ppt_113,Iseandre,1.3162895085812663,-0.6854018917528704,1.7382966691379824,-0.899714201271696,-0.025854469790446182,0
ppt_114,Alaina,0.21753238907462433,0.8161687246456965,-2.2370071971858754,0.23274221214159407,-0.41132999132959464,0
ppt_115,Cameron,0.09668067970880452,-1.8912921822563011,-0.23889600928749627,-1.205567115558841,0.8807353031286562,1
ppt_116,Makenzie,0.10595391190407445,0.5394161242070232,1.2423495729459155,-0.2563851185491931,-1.1783315246183106,1
ppt_117,Renee,-0.2853773418633838,-1.1880584887882633,0.7755865354269698,0.6069315941524637,-1.0186188086650583,1
ppt_118,Joi,-0.5943201065195549,0.3656720185925398,0.4759252314067489,0.40312137049209157,1.0786528556791875,0
ppt_119,Zameel,0.24845736683453787,-0.31455423417872574,-0.5226499037770744,-0.27557075705954287,0.4605569295701982,0
ppt_120,Marco,-1.4356670214453469,0.6924629196860733,-1.3402135326418054,-2.177049987736771,1.1210784400001732,0
ppt_121,Chrystal,0.08201500266093095,-1.0704745795722088,-0.08064418878341277,-1.480173401132401,-0.8487927681926525,1
ppt_122,Darya,-2.708141004596929,-0.5585675964616006,0.2291414335714873,0.4167858392760157,1.5784743447390146,0
ppt_123,Thao Kim,0.7645118406070756,0.28762270671459284,-0.9548604132538941,-1.132596037495603,0.07291833273636535,0
ppt_124,Maria,0.2763974965179056,0.9699237737166894,-0.35812334408066165,0.012989979607683007,-0.06455805259499474,0
ppt_125,Jakees,-1.8878341391973426,0.3693155490019516,1.0175287652085572,-0.07795634913371913,0.4001280050154523,1
ppt_126,Keane,3.667985083204066,0.9651798032044283,-0.6973391320830474,0.12741434571607152,-99,1
ppt_127,Sean,-0.14424234944348815,-0.9177982030028481,1.1017412286384476,2.0616605738639726,0.4073319947102165,1
ppt_128,Jacklyne,-0.21926829459332345,-0.2461832106800851,-0.98662605461988,-1.0926530872100235,1.0465318080846184,0
ppt_129,John Luke,-1.0114751322307038,-0.034438946408554265,0.17558858765390992,-0.4687385480844774,-0.9798740950529424,0
ppt_130,Sara,0.12860912232948626,0.6848890269949092,-0.5713017876872806,0.4110186004531578,-0.13198386039927507,0
ppt_131,Hannah,-1.2710496545119303,0.2746751700879883,-0.12173694971888341,-0.3569943542505488,-0.977273510220318,0
ppt_132,Anastasia,-0.7623845301283603,-1.9225743321580613,0.7207835083054722,-1.345429760829954,-0.181424284115365,1
ppt_133,NA,0.4518906796279949,-0.8609533098754101,1.0764214597383763,-0.1435290612396309,1.3246115940671368,1
ppt_134,Dallas,0.5848345480159637,-1.0960448172679167,-0.7168749128129173,-1.1811935308829136,-0.27582975989692765,1
ppt_135,Celia,2.78242912798272,2.28010915196157,-0.810744017498609,0.719946401390822,-2.332332263712285,1
ppt_136,Cody,0.7664857291936026,0.3488375111802192,0.07180489455484126,1.0776721977949992,0.5086503536862577,0
ppt_137,Firdaus,1.4851161476738095,-0.014621235051019713,0.9084530986586684,0.2058033000513669,0.7467776192688971,0
ppt_138,Pa Nhia,1.0115820380104104,-1.4219678981949895,-0.5200201490701739,0.11771240278751724,1.4064657471441728,0
ppt_139,NA,-0.9083354737519841,0.4149655481365105,-2.709686356666252,0.05900159460074339,1.5704672042200776,0
ppt_140,Richard,0.5092564078185539,0.12666193821529542,-0.7053370307534143,2.1211875929353865,0.3230032964144454,0
ppt_141,Atheer,-0.4389163402077542,0.3985017388022842,1.463412154423054,-0.4417394316443793,0.8094974569515501,0
ppt_142,Semira,1.0515330602545072,-0.6252105443579218,-0.07380445063021443,-1.4657358926891486,-0.21238462716318213,0
ppt_143,NA,0.5875018184899721,1.217912996472592,-0.184616701104049,-0.08481862709722265,-1.1798103258029247,1
ppt_144,Laura,0.5068321638568373,-0.5086444231040779,0.2997371552587255,0.17769371491348843,-0.34345942354647113,0
ppt_145,Taqi,-0.031400181011439335,0.160718866178044,-2.257213722489338,-1.3399143680512755,-0.4715609317661193,0
ppt_146,Marzooq,-0.5094894189089247,0.7590136446893909,0.9700794675718838,-0.22465417921295622,-0.040240301405534425,0
ppt_147,Matewos,1.703315376744206,1.3721893473805649,-1.750405093633095,-1.0488317798726776,-1.1217055185311695,0
ppt_148,Patricia,1.0378090231901749,-0.4999754528319622,-0.18023855312308135,1.2325785253913222,-0.6960063818907957,0
ppt_149,Daif,1.0896704334183258,1.149484831775369,-0.25823074298810617,0.39771620386891054,-0.596389702558244,0
ppt_150,Kara,-0.735396026622622,0.0693532497100138,-0.6416098892056379,-0.22597938506783302,0.10916581144917831,1
ppt_151,Matthew,0.7940865330346885,-0.7774752365919135,-1.1809183236245446,-1.3116040121424761,0.6491417496340073,1
ppt_152,Christopher,0.27367417032580804,0.8918737137579374,1.949907572507925,1.608770437376552,0.9771194404690136,0
ppt_153,Tavaris,0.8021896211549816,-1.4782114244856925,0.4467127329280426,-0.36032232279724874,0.06393763053751889,1
ppt_154,Jacob,1.6969204996064933,-0.37758183465148837,0.005555418779914059,-1.1243361573025108,-0.13182210440138095,0
ppt_155,Eric,-0.1788723107210584,-0.006590884176698083,-0.9275113627715541,-0.4687686345292379,-0.2869466914957717,0
ppt_156,Elliott,-0.43328529366120566,0.2895626603374432,0.4417057567600573,-0.004855917733912238,-2.8032026122300766,0
ppt_157,Andrew,0.5049086954584849,0.3679048233344213,0.14745714188770082,-0.07546565140451854,-1.5412889549025652,0
ppt_158,Isaiah,1.0857274427518453,0.8767389738105154,0.4905041726639726,-0.10217329446445396,-0.26976424147086203,1
ppt_159,Brittany,1.874606053175679,-2.4520347939256713,-0.42254146719665825,-1.0191321697615179,-0.7834298868218137,1
ppt_160,Robert,0.5130592162741666,-0.2647057379350606,-0.006411898958007892,-0.6539219997444249,0.7744267187115983,0
ppt_161,Justin,0.8510427317622412,0.6380767786900862,0.44284778204599395,0.6451595241708414,-1.0569996281703162,1
ppt_162,NA,-0.28392430016487796,0.7833297616156945,-0.006846834793089064,-0.7076473430750572,-1.0059854887179314,0
ppt_163,Sad,0.19351846111594134,0.3493836110529675,1.1456469930389108,0.3740730408234829,-0.9163742730750529,0
ppt_164,NA,1.9141723749353916,-0.15604492715951113,-0.673115668067706,-0.14504946358415896,0.6326847718106324,1
ppt_165,Eugene,0.02616059692586641,1.0256386502551296,1.0149240436201536,-1.412981545541319,-1.3757664877870464,0
ppt_166,Clayton,-1.0593351334697743,-1.259796195265944,1.18234061457592,-0.41631498408937684,0.02462646812457838,0
ppt_167,Monique,0.22015690417810155,0.5901276813096651,0.3701664073242165,-0.36483865144897826,0.6847015051606921,1
ppt_168,Joshua,0.10560519765551714,0.17221554898533253,0.2513734213337904,-0.3201537980058906,-1.099017936592081,0
ppt_169,NA,-1.0034119089514857,1.7127974797079428,0.8310291320449882,0.5801708153048231,1.1745934924139094,-99
ppt_170,Grace,-2.149507131823606,-0.7034949736530162,0.8282431656095878,-0.13467649491395947,-1.9453891591344896,1
ppt_171,Alfredo,-0.7165605105901767,-0.12165280247640571,-1.183413262337551,0.22936071957074491,1.8575822615340707,0
ppt_172,Mahasin,-0.831260020658159,-0.10028493018875093,0.8811343580079816,-0.09495730331408256,0.21919233893350087,0
ppt_173,Brennen,1.015603973026312,-1.0157307514418297,-4.000068177450389e-4,1.2656820202315988,-0.3143929356068341,0
ppt_174,Timera,-1.7860394471154284,1.6080755095967394,-1.1705361353070285,0.7528635532400711,-1.5526332156391651,0
ppt_175,Angalic,1.0196932457413708,1.4397067893809767,0.1908797018351992,-0.4872598325017226,-1.2257403319111193,1
ppt_176,Taahir,-2.7865783143943657,-1.0602147591653246,0.45624956185367266,1.9498884070213833,1.5602049815732015,0
ppt_177,Trieu,-1.4648907752379488,1.4513280042073406,-0.3688976821305632,0.46860503232740086,-0.18667520956043585,1
ppt_178,Mitchell,0.6766814566818029,0.7661949707826513,-0.9867539566348658,1.2650192056462655,0.8101827768269284,0
ppt_179,Justin,0.07125423495909036,0.7298025842553632,0.28217586727829863,0.3508235372440269,-0.08723155550815852,0
ppt_180,Wyatt,-0.8494377796448807,0.8258625377831229,1.7761825586603353,0.2872673904647891,-0.23845819154166556,1
ppt_181,NA,1.8418966117225475,-1.696059543929311,-0.2084629510338826,0.5777347066700551,-0.40743614495158836,1
ppt_182,Jessica,-0.05211216598760926,-0.7979390154285564,0.026169912332708777,-1.0039333007779951,-0.9189145688619182,0
ppt_183,Emily,-0.07557602056193655,0.04503452930659285,0.04188117905676402,0.3588355359862329,-0.19380143082945,1
ppt_184,NA,0.3772748091237029,0.5691164435823548,-0.02508053696530779,0.40417347443015456,1.11812716113722,0
ppt_185,Ricky,-0.8364678843612675,-0.4168940755513697,-1.422277147207131,-0.5758061482641469,-0.19100669485847513,0
ppt_186,Brandon,-0.3970103836153551,0.4669042068771971,-0.9550266968682031,0.2120075511389722,-1.1627732627588774,0
ppt_187,Michelle Marie,-0.6822533943052607,-0.1955315265775881,0.6761845209042331,-0.6385416663463337,1.8881015446843663,0
ppt_188,Khaleela,-0.7109673464179506,-0.3082575636982933,-1.6149168048888982,-0.19187395032410917,1.085516250549123,0
ppt_189,Ahanabah,-1.5517124828797535,-0.18608353381060933,-0.9109717490261281,-1.5750506985363693,0.7376336332083062,0
ppt_190,Joseph,1.0535024114194238,1.4348815971376463,-0.5779504243634511,0.02607908516419195,-0.2322450787321517,1
ppt_191,Andrew,0.5353524136240059,-0.6891929074856343,0.7776615010203903,-1.2238489516373932,0.7917859754208528,0
ppt_192,Aaron,0.1801793412101881,-1.529942316256069,-0.39690839930706906,-0.7285296445459898,0.014084061486902109,1
ppt_193,NA,0.14333504348041304,0.34290661443142445,0.13011763015636313,0.8405930634078166,0.25490888225728137,0
ppt_194,Mary,0.2793080207828774,0.4316617535861598,0.31994575550390036,0.3758198375321352,0.28188840581942193,0
ppt_195,John,1.1094817423877466,0.8482600119861174,0.6430174415302097,0.20857156081429282,-0.8533357836091581,1
ppt_196,Amanual,-0.6186983722416834,-0.30963905175194867,-0.6589099144389727,0.6737659278557472,0.6572326819429143,0
ppt_197,Frank,0.25265719932709596,-0.7500038708847029,0.10271053974523905,-1.4636373406738175,0.5257109377391637,0
ppt_198,Elijah,0.540559062029025,1.2036663084398311,-1.2384811465823178,1.21126229245061,0.4428183993604055,-99
ppt_199,NA,-1.2191145187651709,0.4234726426821949,-0.2748711548944561,-0.6644490716062522,0.8360870805668223,0
ppt_200,Miguel,-0.45695029947674,-1.3017777337040575,0.28624280685629677,0.5065735020851231,0.7027673719324415,0
ppt_201,Jennifer,0.2777848034147889,2.503012901441659,0.9596655822786323,2.302500169465102,0.8336388450272507,1
ppt_202,Illianna,1.57575058889677,0.8481412721860077,0.21551852097140214,0.4934121879814295,1.122683736804128,0
ppt_203,Blake,-0.5408931774518283,0.6321851351163845,-0.2866732268249701,0.9563186711191096,1.1275853714933628,0
ppt_204,Andrew,0.631746326498775,2.300492452798059,-1.7869608005254654,1.2870044337197144,-1.3075144878027318,1
ppt_205,Kasia,1.1591371633950738,-1.3685391134126044,2.544318054251009,1.3701358088661963,-0.5332773806032975,0
ppt_206,Jazmin,-0.06230019418950353,1.5403185726115982,-0.4838960498595637,1.3515139982603557,1.581834942252045,1
ppt_207,Elliott,-0.5291789151321123,-0.7470855940380545,0.015010155524083553,0.014693193234741352,1.1217204732063186,0
ppt_208,Lydia,-0.005716515621693815,2.0870806789273284,0.07861140664507527,1.0484110531605269,0.6955859594691685,0
ppt_209,Araceli,0.5419922055874185,-1.261006071083096,-2.3244154493899964,-0.7397385879444253,0.18854461967304084,1
ppt_210,Kevin,1.6498484553687296,0.6229827485774008,0.8570307930847484,0.047352328909198334,-1.898693131782915,0
ppt_211,Megan,-1.1100518340545638,1.120983582406433,-1.465567947363175,-0.616721045536031,0.6300860347781089,0
ppt_212,Shan,0.7442164326929028,-0.030207998844176208,0.25136160751898645,-0.943636739116398,0.7192629896655054,1
ppt_213,Fat'hi,0.15920663399807297,-1.8668885182156252,1.4300665833245003,-1.2738060269027864,0.5036215734254852,1
ppt_214,Brooke,0.2597389659588142,1.3111062296923803,0.30280236116843,-1.0829423437648455,1.0781331669478837,0
ppt_215,Thao,-0.7770232333783904,0.08717641887892624,-1.9767635013502047,0.15014290413006312,-0.12475435927402181,0
ppt_216,Tianna,-0.6875447601214376,0.38405933461332326,-1.212883965691311,-0.889771233244704,-1.588704806336366,0
ppt_217,Angela,0.6691660014574123,0.7290082230289098,-0.07481463643308893,-0.013895474192506092,0.012161571310189113,0
ppt_218,NA,1.0830513339924197,1.1944321043447437,-0.2631517652089505,-0.34953531676227995,-1.5858530874787198,0
ppt_219,NA,-1.0184871820572503,-0.19247585399618206,-0.051225522180475845,0.40747669404451226,1.6811198238372944,0
ppt_220,Michaela,-1.1742803786276663,-0.15199472684939902,-2.9164368845226343,-0.14307110357737837,1.0744997302110058,0
ppt_221,Jennifer,-0.5524791689979567,-0.03537584580041122,0.7986045835509771,-0.26846982868583946,-0.45259820583318017,1
ppt_222,Clayton,0.7133733075532468,-0.16039690962488468,2.044502761208517,-1.1887929486502296,-0.08808840982415686,0
ppt_223,Taylor,1.396180302274597,0.009719967457837717,0.15681084200910328,-0.9538179651861726,-3.0573485302126424,0
ppt_224,Kara,-0.5922156322947256,1.1408493274421017,-0.13486762462064555,1.1381434739450333,-0.8111095240925519,0
ppt_225,Sumaita,-0.005482529466566405,-0.023432580624451797,1.0812652073514974,0.16898708964683323,-0.6511448315256485,0
ppt_226,Kara,0.758054639953647,1.656007773771759,0.7533129030105304,1.42728967558593,-0.2784474962169312,1
ppt_227,Edgar,-0.3253215005530151,0.6508408566318467,1.7654174019394429,1.6438581901613691,0.3074451159120509,0
ppt_228,Diana,-0.3405250816688122,-0.7503878717780454,-0.38096831499343575,-0.6994423767063276,0.5200848966134386,1
ppt_229,Raabiya,2.0385292513627093,-0.19991445387545792,1.0367176510751397,-0.41111168926371217,0.5050369385486968,1
ppt_230,Jasmine,-1.5514807584520411,-0.28343747066934255,0.21475555219780848,-0.6609210867809268,0.2067877795758556,1
ppt_231,NA,-0.28248936332824515,-0.2879477253338337,-0.07404708519079119,0.5831910763450185,1.0896798303298874,0
ppt_232,Rose,-0.8660254078518748,-1.7618219938610782,1.839088252982666,-1.0344967745397522,0.7881400837557337,0
ppt_233,Franklin,-2.192586738944602,0.5959547339710728,-0.6329404310530372,0.020119380530601593,0.1996607358208301,0
